Puissance;PoidsAVide;ConsoMixte;CO2;Energie
140;1605;5.301;138.9;GAZOLE
100;1350;5.585;127.3;ESSENCE
110;1575;4.836;126.9;GAZOLE
131;1430;5.902;134.7;ESSENCE
250;1915;6.47;169.4;GAZ+ELEC HNR
140;1780;4.987;130.5;GAZ+ELEC HNR
131;1415;6.262;142.6;ESSENCE
110;1545;4.741;124.2;GAZOLE
110;1475;4.685;122.6;GAZOLE
100;1150;5.424;123;ESSENCE
81;1260;4.087;107.05;GAZOLE
135;1900;1.505;34.22;ELEC+ESSENC HR
140;1840;5.621;147.2;GAZ+ELEC HNR
85;1440;4.858;127.3;GAZOLE
96;1158;5.155;115.96;ESSENCE
140;1600;5.405;141.6;GAZOLE
110;1283;5.677;128.1;ESSENCE
132.2;1741;6.382;145;ESS+ELEC HNR
49.3;903;4.994;113;ESSENCE
96;1448;4.887;128.14;GAZOLE
100;1397;5.109;133.5;GAZ+ELEC HNR
67;1154;5.763;130;ESS+G.P.L.
74;1154;7.047;113.56;ESS+G.P.L.
131;1415;6.262;142.6;ESSENCE
275;1825;7.945;180.7;ESS+ELEC HNR
154;1565;5.302;139;GAZOLE
100;1175;5.437;123.5;ESSENCE
140;1780;4.987;130.5;GAZ+ELEC HNR
125;2064;5.832;152.85;GAZOLE
51.5;980;4.662;106;ESS+ELEC HNR
225;1605;7.584;173.1;ESSENCE
81;1280;5.367;122;ESS+ELEC HNR
135;1715;6.542;149;ESS+ELEC HNR
131;1430;5.902;134.7;ESSENCE
96;1860;1.926;44.25;ELEC+ESSENC HR
51.5;993;4.979;113.6;ESS+ELEC HNR
140;1760;5.038;132;GAZ+ELEC HNR
116;1298;5.809;131.27;ESS+ELEC HNR
90;1646;4.894;128.3;GAZOLE
80;1340;5.753;131.4;ESSENCE
210;1825;5.596;146.7;GAZ+ELEC HNR
225;1605;7.584;173.1;ESSENCE
100;1290;5.585;127.3;ESSENCE
280;1930;10.6;240;ESSENCE
140;1775;4.84;126.8;GAZ+ELEC HNR
67;1252;5.968;134.4;ESS+G.P.L.
74;1252;7.629;117.55;ESS+G.P.L.
135;1620;6.564;149.1;ESSENCE
68;1130;3.757;85.05;ESS+ELEC HNR
180;1751;8.734;198.2;ESSENCE
92;1284;5.88;134;ESSENCE
95.6;2039;5.527;144.88;GAZ+ELEC HNR
77.3;1991;5.527;144.88;GAZ+ELEC HNR
131;1470;6.445;146.8;ESSENCE
51.5;1001;4.662;106;ESS+ELEC HNR
100;1470;6.169;140.4;ESSENCE
225;1605;7.584;173.1;ESSENCE
165;1540;6.47;146.37;ESSENCE
81;1205;4.204;110.18;GAZOLE
250;2020;6.501;170.2;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
77.2;1399;4.416;100.4;ESS+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
103;1298;5.813;131.37;ESS+ELEC HNR
132.2;1783;6.382;145;ESS+ELEC HNR
69;1361;4.714;106.22;ESS+ELEC HNR
103;1266;5.835;132;ESSENCE
100;1350;5.585;127.3;ESSENCE
131;1480;6.359;144.8;ESSENCE
206;1660;8.257;186;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
110;1605;5.374;140.8;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
154;1745;5.868;153.8;GAZOLE
51.5;992;4.979;113.6;ESS+ELEC HNR
110;1755;4.994;130.7;GAZ+ELEC HNR
250;2020;6.501;170.2;GAZ+ELEC HNR
131;1390;5.902;134.7;ESSENCE
148;1660;8.365;189;ESSENCE
140;1780;4.987;130.5;GAZ+ELEC HNR
147;1965;5.726;150;GAZ+ELEC HNR
110;1810;5.546;145.2;GAZ+ELEC HNR
75;1475;6.675;151.1;ESS+G.P.L.
140;1605;5.301;138.9;GAZOLE
170;1375;6.536;148.7;ESSENCE
100;1350;5.585;127.3;ESSENCE
100;1175;5.437;123.5;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
140;1840;5.243;137.2;GAZ+ELEC HNR
132.4;1574;5.503;125;ESS+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
70;1577;5.216;136.76;GAZOLE
280;1930;10.6;240;ESSENCE
250;1925;5.822;152.4;GAZ+ELEC HNR
118;1619;5.638;148;GAZOLE
100;1175;5.437;123.5;ESSENCE
280;1930;10.6;240;ESSENCE
110;1570;5.263;137.9;GAZOLE
225;1615;7.474;170.3;ESSENCE
110;1755;4.994;130.7;GAZ+ELEC HNR
133;1420;6.432;145.47;ESSENCE
135;1620;6.564;149.1;ESSENCE
95.6;2060;6.257;164.08;GAZOLE
100;1825;0.61;13.77;ELEC+ESSENC HR
210;1935;6.102;159.7;GAZ+ELEC HNR
103;1298;5.813;131.37;ESS+ELEC HNR
61;980;5.288;118.79;ESSENCE
131;1390;5.902;134.7;ESSENCE
100;1250;5.424;123;ESSENCE
243;2210;1.9;43.9;ELEC+ESSENC HR
110;1754;5.505;144.2;GAZOLE
116;1298;5.809;131.27;ESS+ELEC HNR
210;1780;5.2;136.2;GAZ+ELEC HNR
103;1329;6.338;143;ESS+ELEC HNR
115;1575;6.625;149.4;ESSENCE
100;1230;5.437;123.5;ESSENCE
353;1545;10.493;238;ESSENCE
95.6;2091;5.527;144.88;GAZ+ELEC HNR
80;1320;5.626;128.4;ESSENCE
75;1420;6.157;140.3;ESSENCE
135;1620;6.564;149.1;ESSENCE
85;1340;4.282;112.3;GAZOLE
131;1415;6.262;142.6;ESSENCE
73.5;1120;5.381;122;ESSENCE
375;1780;9.94;226;ESSENCE
140;1760;5.038;132;GAZ+ELEC HNR
96;1205;4.837;126.83;GAZOLE
110;1545;4.761;124.7;GAZOLE
170;1375;6.536;148.7;ESSENCE
88;1260;4.78;125.34;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
195;1445;6.841;156.3;ESSENCE
132.2;1780;6.426;146;ESS+ELEC HNR
96;1420;5.768;131;ESS+ELEC HNR
131;1430;5.902;134.7;ESSENCE
69;1435;4.72;106.3;ESS+ELEC HNR
131;1415;6.262;142.6;ESSENCE
112;1626;5.413;124.03;ESS+ELEC HNR
275;1795;7.782;175.7;ESS+ELEC HNR
131;1390;5.902;134.7;ESSENCE
225;1605;7.584;173.1;ESSENCE
100;1320;5.577;127.1;ESSENCE
420;2350;1;58;ELEC+ESSENC HR
92;1284;5.88;134;ESSENCE
85;1465;4.844;126.8;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
154;1745;5.868;153.8;GAZOLE
84;1581;6.325;143.5;ESSENCE
147;1864;0.925;20.9;ELEC+ESSENC HR
140;1465;4.79;125.5;GAZOLE
140;1840;5.243;137.2;GAZ+ELEC HNR
135;1960;1.756;40.05;ELEC+ESSENC HR
85;1495;4.991;130.7;GAZOLE
147;1671;5.859;153.5;GAZOLE
81;1090;5.297;119.7;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
72;1420;4.846;109.37;ESS+ELEC HNR
132.2;1780;6.426;146;ESS+ELEC HNR
100;1150;5.424;123;ESSENCE
51.5;1000;4.662;106;ESS+ELEC HNR
118;1680;5.571;146;GAZOLE
135;1900;1.505;34.22;ELEC+ESSENC HR
250;2005;6.501;170.2;GAZ+ELEC HNR
90;1568;4.894;128.3;GAZOLE
61.8;1045;5.211;118;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
275;1690;8.084;183.8;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
75;1420;6.157;140.3;ESSENCE
140;1775;4.84;126.8;GAZ+ELEC HNR
117.5;1332;5.75;130.5;ESSENCE
110;1342;6.414;145.8;ESSENCE
85;1475;5.031;131.7;GAZOLE
112;1485;5.313;120.33;ESS+ELEC HNR
250;1915;6.47;169.4;GAZ+ELEC HNR
85;1495;4.991;130.7;GAZOLE
478;1640;11.563;262;ESSENCE
81;1205;4.297;112.64;GAZOLE
85;1375;4.77;125.06;GAZOLE
210;1935;6.102;159.7;GAZ+ELEC HNR
84;1211;5.833;132.45;ESSENCE
460;1900;10.988;251;ESSENCE
110;1660;4.98;130.6;GAZ+ELEC HNR
140;1580;4.547;119.1;GAZ+ELEC HNR
100;1200;5.284;119.44;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
85;1372;4.548;119.41;GAZOLE
100;1175;5.437;123.5;ESSENCE
110;1328;5.647;128.4;ESSENCE
132.4;1640;6.161;140;ESS+ELEC HNR
170;1275;6.536;148.7;ESSENCE
72;1420;4.846;109.37;ESS+ELEC HNR
92;1284;5.88;134;ESSENCE
100;1505;6.858;156.1;ESSENCE
132.4;1574;5.503;125;ESS+ELEC HNR
85;1320;4.581;119.75;GAZOLE
90;1646;4.894;128.3;GAZOLE
103;1422;6.166;139.24;ESS+ELEC HNR
61.8;1045;5.211;118;ESSENCE
132.4;1564;5.503;125;ESS+ELEC HNR
140;1775;4.84;126.8;GAZ+ELEC HNR
100;1320;5.577;127.1;ESSENCE
135;1490;6.206;140.9;ESSENCE
80;1340;5.753;131.4;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
75;1330;5.926;135;ESSENCE
110;1605;5.374;140.8;GAZOLE
221;2618;2.5;57;ELEC+ESSENC HR
140;1605;5.301;138.9;GAZOLE
80;1320;5.626;128.4;ESSENCE
103;1336;5.817;131.35;ESS+ELEC HNR
140;1580;4.547;119.1;GAZ+ELEC HNR
55;1155;5.365;121.9;ESSENCE
131;1465;6.568;149.5;ESSENCE
96;1448;4.887;128.14;GAZOLE
180;1815;7.487;170.2;ESS+ELEC HNR
375;1725;9.635;219;ESSENCE
100;1430;6.289;143.1;ESSENCE
250;1995;6.47;169.4;GAZ+ELEC HNR
280;1930;10.6;240;ESSENCE
110;1556;5.022;131.7;GAZOLE
140;1605;5.301;138.9;GAZOLE
100;1430;6.228;141.6;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
100;1320;5.577;127.1;ESSENCE
210;1780;5.2;136.2;GAZ+ELEC HNR
210;1880;5.276;138.2;GAZ+ELEC HNR
210;1935;6.102;159.7;GAZ+ELEC HNR
110;1810;5.546;145.2;GAZ+ELEC HNR
140;1605;4.519;118.4;GAZ+ELEC HNR
140;1705;4.784;125.3;GAZ+ELEC HNR
140;1580;4.547;119.1;GAZ+ELEC HNR
210;1845;5.502;144.2;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
80;1340;5.753;131.4;ESSENCE
81;1205;4.297;112.64;GAZOLE
250;1870;5.816;152.5;GAZ+ELEC HNR
100;1430;6.289;143.1;ESSENCE
92;1284;6.114;139.36;ESSENCE
140;1512;7.124;161.7;ESSENCE
77.2;1399;4.416;100.4;ESS+ELEC HNR
195;1845;9.7;219;ESSENCE
131;1225;5.803;131.9;ESSENCE
100;1397;4.979;130.4;GAZ+ELEC HNR
140;1580;4.547;119.1;GAZ+ELEC HNR
51.5;992;4.662;106;ESS+ELEC HNR
100;1320;5.577;127.1;ESSENCE
75;1180;5.418;123.2;ESSENCE
250;2005;6.501;170.2;GAZ+ELEC HNR
131;1415;6.262;142.6;ESSENCE
74;1090;4.853;108.97;ESSENCE
131;1390;5.902;134.7;ESSENCE
131;1390;5.902;134.7;ESSENCE
85;1465;4.844;126.8;GAZOLE
135;1800;7.421;168.7;ESS+ELEC HNR
85;1406;4.429;116.21;GAZOLE
131;1390;5.902;134.7;ESSENCE
133;1864;1.135;25.68;ELEC+ESSENC HR
135;1960;1.756;40.05;ELEC+ESSENC HR
135;1525;6.231;141.8;ESSENCE
250;2005;6.501;170.2;GAZ+ELEC HNR
115;1520;5.887;134;ESS+ELEC HNR
75;1390;6.084;139;ESSENCE
85;1417;4.551;119.3;GAZOLE
140;1775;4.84;126.8;GAZ+ELEC HNR
80;1340;5.753;131.4;ESSENCE
250;2005;6.501;170.2;GAZ+ELEC HNR
250;1830;5.668;148.5;GAZ+ELEC HNR
110;1283;6.392;144.2;ESSENCE
117.5;1332;5.75;130.5;ESSENCE
100;1290;5.585;127.3;ESSENCE
221;2618;2.5;57;ELEC+ESSENC HR
324;2240;2.1;47.5;ELEC+ESSENC HR
90;1513;4.706;123.4;GAZOLE
81;1421;5.868;133.2;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
73.5;1125;5.283;120;ESSENCE
125;2058;6.941;182.22;GAZOLE
135;1490;6.206;140.9;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
107;1610;6.625;150.32;ESS+ELEC HNR
210;1935;6.102;159.7;GAZ+ELEC HNR
210;1935;6.102;159.7;GAZ+ELEC HNR
112;1626;5.413;124.03;ESS+ELEC HNR
91.9;1136;4.914;110.9;ESS+ELEC HNR
131;1470;6.445;146.8;ESSENCE
133;1467;6.432;145.47;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
140;1840;5.243;137.2;GAZ+ELEC HNR
96;1448;4.887;128.14;GAZOLE
100;1290;5.585;127.3;ESSENCE
96;1420;5.768;131;ESS+ELEC HNR
70;1577;5.216;136.76;GAZOLE
131;1225;5.803;131.9;ESSENCE
110;1540;5.082;133;GAZOLE
100;1285;5.437;123.5;ESSENCE
275;1690;8.084;183.8;ESSENCE
75;1235;5.418;123.2;ESSENCE
140;1780;4.987;130.5;GAZ+ELEC HNR
132.4;1564;5.503;125;ESS+ELEC HNR
132.2;1783;6.382;145;ESS+ELEC HNR
100;1430;6.228;141.6;ESSENCE
110;1342;5.646;127.4;ESSENCE
120;1825;1.376;31.01;ELEC+ESSENC HR
148;1429;7.176;162.6;ESSENCE
135;1900;1.505;34.22;ELEC+ESSENC HR
131;1390;5.902;134.7;ESSENCE
100;1320;5.577;127.1;ESSENCE
84;1187;5.698;129.35;ESSENCE
75;1535;4.598;120.4;GAZOLE
77.3;1964;5.832;152.85;GAZOLE
210;1935;6.102;159.7;GAZ+ELEC HNR
96;1420;5.768;131;ESS+ELEC HNR
61;1010;5.207;117.69;ESSENCE
375;1725;9.635;219;ESSENCE
131;1390;5.902;134.7;ESSENCE
70;1586;5.216;136.76;GAZOLE
250;1925;5.822;152.4;GAZ+ELEC HNR
131;1280;5.803;131.9;ESSENCE
140;1705;4.784;125.3;GAZ+ELEC HNR
210;1925;5.726;149.9;GAZ+ELEC HNR
135;1960;1.756;40.05;ELEC+ESSENC HR
140;1745;5.868;153.8;GAZOLE
135;1525;6.231;141.8;ESSENCE
85;1594;5.49;143.7;GAZOLE
110;1324;5.649;128.4;ESSENCE
131;1430;5.902;134.7;ESSENCE
68;1539;1.291;29.16;ELEC+ESSENC HR
100;1375;5.577;127.1;ESSENCE
85;1320;4.581;119.75;GAZOLE
131;1265;6.143;139.5;ESSENCE
100;1320;5.577;127.1;ESSENCE
100;1320;5.577;127.1;ESSENCE
170;1375;6.536;148.7;ESSENCE
110;1270;5.594;126.2;ESSENCE
84;1187;5.698;129.35;ESSENCE
147;1850;4.735;124;GAZ+ELEC HNR
132.4;1640;6.161;140;ESS+ELEC HNR
375;2010;10.461;238;ESSENCE
132;1860;1.843;43.84;ELEC+ESSENC HR
140;1840;5.243;137.2;GAZ+ELEC HNR
140;1580;4.547;119.1;GAZ+ELEC HNR
210;1925;5.726;149.9;GAZ+ELEC HNR
100;1500;6.322;142.7;ESSENCE
110.1;1463;6.467;146.8;ESS+ELEC HNR
145;1690;4.684;122.9;GAZ+ELEC HNR
140;1780;4.987;130.5;GAZ+ELEC HNR
131;1225;5.803;131.9;ESSENCE
132.4;1574;5.503;125;ESS+ELEC HNR
110;1605;5.374;140.8;GAZOLE
140;1670;4.862;127.4;GAZ+ELEC HNR
250;1925;5.822;152.4;GAZ+ELEC HNR
75;1430;4.925;129.14;GAZOLE
110;1570;5.263;137.9;GAZOLE
96;1770;1.856;42.72;ELEC+ESSENC HR
81;1176;5.608;126.65;ESSENCE
110;1810;5.546;145.2;GAZ+ELEC HNR
92;1284;6.114;139.36;ESSENCE
110;1540;5.082;133;GAZOLE
67;1252;5.968;134.4;ESS+G.P.L.
74;1252;7.629;117.55;ESS+G.P.L.
80;1340;5.753;131.4;ESSENCE
140;1840;5.243;137.2;GAZ+ELEC HNR
375;1780;9.94;226;ESSENCE
131;1470;6.445;146.8;ESSENCE
49;1028;5.219;118;ESSENCE
140;1760;5.038;132;GAZ+ELEC HNR
140;1760;5.038;132;GAZ+ELEC HNR
375;1780;9.94;226;ESSENCE
110;1963;6.817;178.92;GAZOLE
110;1475;4.685;122.6;GAZOLE
133;1770;1.271;28.71;ELEC+ESSENC HR
147;1734;5.859;153.5;GAZOLE
85;1495;4.991;130.7;GAZOLE
131;1480;6.359;144.8;ESSENCE
132.2;1741;6.382;145;ESS+ELEC HNR
131;1430;5.902;134.7;ESSENCE
131;1390;5.902;134.7;ESSENCE
116;1515;6.641;150.45;ESSENCE
100;1200;5.424;123;ESSENCE
135;1825;1.355;30.5;ELEC+ESSENC HR
110;1540;5.082;133;GAZOLE
90;1634;4.894;128.3;GAZOLE
210;1845;5.502;144.2;GAZ+ELEC HNR
73.5;1100;5.196;118;ESSENCE
221;1902;8.743;198.1;ESS+ELEC HNR
100;1397;5.109;133.5;GAZ+ELEC HNR
210;1780;5.2;136.2;GAZ+ELEC HNR
330;1757;11.221;256;ESSENCE
68;1215;4.331;98.15;ESS+ELEC HNR
324;2240;2.6;60;ELEC+ESSENC HR
51.5;983;4.662;106;ESS+ELEC HNR
140;1705;4.784;125.3;GAZ+ELEC HNR
49.3;903;4.994;113;ESSENCE
75;1535;4.598;120.4;GAZOLE
110.1;1486;6.467;146.8;ESS+ELEC HNR
135;1620;6.564;149.1;ESSENCE
135;1825;1.355;30.5;ELEC+ESSENC HR
147;1833;1.2;28;ELEC+ESSENC HR
140;1840;5.621;147.2;GAZ+ELEC HNR
147;1850;4.735;124;GAZ+ELEC HNR
110;1810;5.546;145.2;GAZ+ELEC HNR
110;1488;6.182;139.5;ESSENCE
80;1320;5.626;128.4;ESSENCE
67;1598;1.196;28.36;ELEC+ESSENC HR
69.9;1114;7.052;115.51;SUPERETHANOL
140;1605;4.519;118.4;GAZ+ELEC HNR
96;1519;6.656;150.86;ESSENCE
110;1540;5.082;133;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
81;1205;4.297;112.64;GAZOLE
135;1800;7.421;168.7;ESS+ELEC HNR
353;1685;10.535;239;ESSENCE
210;1935;6.102;159.7;GAZ+ELEC HNR
331;1635;10.272;233;ESSENCE
133;1864;1.135;25.68;ELEC+ESSENC HR
131;1470;6.445;146.8;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
95;1200;5.696;128.61;ESS+ELEC HNR
110.1;1486;6.467;146.8;ESS+ELEC HNR
206;1530;7.564;171.49;ESSENCE
96;1270;4.815;126.29;GAZOLE
110;1575;4.836;126.9;GAZOLE
131;1415;6.262;142.6;ESSENCE
100;1290;5.585;127.3;ESSENCE
132.4;1564;5.503;125;ESS+ELEC HNR
81;1090;5.166;116.4;ESSENCE
112;1626;5.413;124.03;ESS+ELEC HNR
110;2033;6.817;178.92;GAZOLE
69.9;1114;7.052;115.51;SUPERETHANOL
68;1090;3.757;85.05;ESS+ELEC HNR
353;1615;10.493;238;ESSENCE
353;1665;10.535;239;ESSENCE
131;1470;6.445;146.8;ESSENCE
100;1397;4.979;130.4;GAZ+ELEC HNR
100;1410;6.059;137.8;ESSENCE
147;1850;4.735;124;GAZ+ELEC HNR
375;1775;9.94;226;ESSENCE
103;1329;6.338;143;ESS+ELEC HNR
110;1283;6.392;144.2;ESSENCE
140;1840;5.621;147.2;GAZ+ELEC HNR
225;1605;7.584;173.1;ESSENCE
135;1690;6.644;151.5;ESSENCE
135;1490;6.206;140.9;ESSENCE
100;1343;4.397;115.1;GAZ+ELEC HNR
49;1036;5.182;117;ESSENCE
250;2020;6.501;170.2;GAZ+ELEC HNR
81;1260;4.087;107.05;GAZOLE
96;1448;4.887;128.14;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
61.8;932;5.147;117;ESSENCE
141;1981;1.5;33;ELEC+ESSENC HR
353;1595;10.535;239;ESSENCE
150;1655;6.467;145.9;ESS+ELEC HNR
131;1430;5.902;134.7;ESSENCE
100;1230;5.437;123.5;ESSENCE
75;1210;5.34;121.4;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
140;1705;4.784;125.3;GAZ+ELEC HNR
51.5;1002;4.979;113.6;ESS+ELEC HNR
110;1324;5.649;128.4;ESSENCE
115;1575;6.625;149.4;ESSENCE
51.5;1000;4.979;113.6;ESS+ELEC HNR
96;1420;5.768;131;ESS+ELEC HNR
96;1188;5.566;126;ESSENCE
131;1390;5.902;134.7;ESSENCE
69.9;1114;7.052;115.51;SUPERETHANOL
68;1175;4.331;98.15;ESS+ELEC HNR
275;1690;8.084;183.8;ESSENCE
90;1568;4.894;128.3;GAZOLE
67;1199;5.697;128.57;ESSENCE
110;1510;4.949;129.5;GAZOLE
135;1525;6.231;141.8;ESSENCE
131;1390;5.902;134.7;ESSENCE
375;1920;9.94;226;ESSENCE
68;1215;4.331;98.15;ESS+ELEC HNR
148;1429;7.176;162.6;ESSENCE
131;1430;5.902;134.7;ESSENCE
80;1320;5.626;128.4;ESSENCE
140;1680;5.571;146;GAZOLE
243;2210;1.9;43.9;ELEC+ESSENC HR
131;1430;5.902;134.7;ESSENCE
110;1330;5.647;128.4;ESSENCE
275;1740;7.435;169.4;ESS+ELEC HNR
353;1510;10.184;231;ESSENCE
139;1802;6.09;160;GAZOLE
110;1540;5.082;133;GAZOLE
68;1085;3.757;85.05;ESS+ELEC HNR
131;1470;6.445;146.8;ESSENCE
68;1068;6.02;136.4;ESSENCE
110;1471;6.392;144.2;ESSENCE
131;1205;6.143;139.5;ESSENCE
250;1925;5.822;152.4;GAZ+ELEC HNR
61;980;5.288;118.79;ESSENCE
110;1380;4.562;119.6;GAZOLE
73.5;1155;5.283;120;ESSENCE
324;2230;2.1;47.5;ELEC+ESSENC HR
110;2006;6.941;182.22;GAZOLE
131;1325;5.803;131.9;ESSENCE
84;1497;6.325;143.5;ESSENCE
84;1497;6.325;143.5;ESSENCE
180;1815;7.487;170.2;ESS+ELEC HNR
117.5;1255;5.512;124.8;ESSENCE
48;918;5.115;115.7;ESSENCE
110;1380;4.562;119.6;GAZOLE
100;1200;5.424;123;ESSENCE
80;1340;5.753;131.4;ESSENCE
140;1670;4.862;127.4;GAZ+ELEC HNR
131;1430;5.902;134.7;ESSENCE
250;1925;5.822;152.4;GAZ+ELEC HNR
140;1840;5.621;147.2;GAZ+ELEC HNR
133;1720;1.2;27;ELEC+ESSENC HR
250;2020;6.501;170.2;GAZ+ELEC HNR
96;1430;4.956;129.96;GAZOLE
140;1775;4.84;126.8;GAZ+ELEC HNR
77.2;1399;4.416;100.4;ESS+ELEC HNR
69;1435;4.814;108.7;ESS+ELEC HNR
353;1595;10.535;239;ESSENCE
100;1320;5.577;127.1;ESSENCE
100;1430;6.228;141.6;ESSENCE
88.3;1364;5.4;121;ESS+ELEC HNR
110;1540;5.082;133;GAZOLE
81;1280;5.367;122;ESS+ELEC HNR
51.5;970;4.662;106;ESS+ELEC HNR
275;1740;7.435;169.4;ESS+ELEC HNR
243;1940;6.451;169;GAZOLE
140;1840;5.621;147.2;GAZ+ELEC HNR
375;1920;9.94;226;ESSENCE
275;1825;7.945;180.7;ESS+ELEC HNR
478;1710;11.563;262;ESSENCE
69;1361;4.714;106.22;ESS+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
100;1505;6.858;156.1;ESSENCE
180;1470;7.245;164.4;ESSENCE
67;1161;5.36;121.13;ESS+G.P.L.
74;1161;6.928;107.44;ESS+G.P.L.
110;1605;5.374;140.8;GAZOLE
110;1415;4.797;125.8;GAZOLE
103;1329;6.338;143;ESS+ELEC HNR
110;1320;5.809;131.85;ESS+ELEC HNR
100;1531;4.961;129.9;GAZ+ELEC HNR
96;1500;5.669;129;ESS+ELEC HNR
85;1340;4.282;112.3;GAZOLE
91.9;1136;4.914;110.9;ESS+ELEC HNR
67;1199;5.697;128.57;ESSENCE
88.3;1339;5.4;121;ESS+ELEC HNR
135;1490;6.206;140.9;ESSENCE
140;1840;5.243;137.2;GAZ+ELEC HNR
110;1660;4.98;130.6;GAZ+ELEC HNR
103;1505;6.323;143;ESSENCE
73.5;1120;5.381;122;ESSENCE
243;2225;2.2;50.8;ELEC+ESSENC HR
90;1568;4.894;128.3;GAZOLE
275;1795;7.782;175.7;ESS+ELEC HNR
140;1605;5.301;138.9;GAZOLE
145;1430;6.787;154.4;ESSENCE
140;1605;4.519;118.4;GAZ+ELEC HNR
131;1280;5.803;131.9;ESSENCE
170;1245;6.776;154.2;ESSENCE
110;1963;6.817;178.92;GAZOLE
110;1330;5.647;128.4;ESSENCE
110;1330;5.647;128.4;ESSENCE
110;1660;4.98;130.6;GAZ+ELEC HNR
110;1981;6.817;178.92;GAZOLE
131;1430;5.902;134.7;ESSENCE
275;1825;7.945;180.7;ESS+ELEC HNR
100;1375;5.577;127.1;ESSENCE
80;1340;5.753;131.4;ESSENCE
210;1925;5.726;149.9;GAZ+ELEC HNR
81;1238;4.957;112.1;ESSENCE
81;1090;5.297;119.7;ESSENCE
73.6;959;5.015;114;ESSENCE
221;1109;6.755;153.21;ESSENCE
110;1962;6.817;178.92;GAZOLE
90;1568;4.894;128.3;GAZOLE
375;1780;9.94;226;ESSENCE
110;1810;5.546;145.2;GAZ+ELEC HNR
88.3;1150;5.099;116;ESS+ELEC HNR
67;1598;1.196;28.36;ELEC+ESSENC HR
85;1594;5.49;143.7;GAZOLE
49;1015;5.182;117;ESSENCE
100;1320;5.577;127.1;ESSENCE
125;2093;7.886;206.9;GAZOLE
117.5;1302;5.512;124.8;ESSENCE
117.5;1255;5.512;124.8;ESSENCE
72;1420;4.846;109.37;ESS+ELEC HNR
210;1825;5.596;146.7;GAZ+ELEC HNR
75;1360;6.04;137.6;ESSENCE
478;1640;11.563;262;ESSENCE
75;1475;6.675;151.1;ESSENCE
80;1340;5.753;131.4;ESSENCE
100;1500;6.281;141.8;ESSENCE
478;1640;11.563;262;ESSENCE
140;1670;4.862;127.4;GAZ+ELEC HNR
324;1960;11.1;251;ESSENCE
100;1430;6.289;143.1;ESSENCE
250;1830;5.668;148.5;GAZ+ELEC HNR
69.9;1114;7.052;115.51;SUPERETHANOL
110;1335;5.652;127.5;ESSENCE
148;1445;6.973;158;ESSENCE
84;1511;6.325;143.5;ESSENCE
100;1375;5.577;127.1;ESSENCE
206;1660;8.257;186;ESSENCE
170;1245;6.776;154.2;ESSENCE
331;1675;10.272;233;ESSENCE
90;1568;4.894;128.3;GAZOLE
140;1745;5.868;153.8;GAZOLE
225;1615;7.474;170.3;ESSENCE
100;1430;6.289;143.1;ESSENCE
131;1280;5.803;131.9;ESSENCE
55;980;5.08;114.29;ESSENCE
131;1465;6.568;149.5;ESSENCE
100;1150;5.424;123;ESSENCE
265;1910;8.692;197.7;ESS+ELEC HNR
110;1575;4.836;126.9;GAZOLE
92;1284;5.88;134;ESSENCE
131;1280;5.803;131.9;ESSENCE
96;1270;4.837;126.83;GAZOLE
75;1535;4.598;120.4;GAZOLE
91.9;1136;4.914;110.9;ESS+ELEC HNR
131;1390;5.902;134.7;ESSENCE
96;1770;1.856;42.72;ELEC+ESSENC HR
92;1284;5.88;134;ESSENCE
110;1510;4.847;126.8;GAZOLE
140;1775;4.84;126.8;GAZ+ELEC HNR
250;2005;6.501;170.2;GAZ+ELEC HNR
110;1308;4.936;112;ESS+ELEC HNR
375;2010;10.461;238;ESSENCE
250;1925;5.822;152.4;GAZ+ELEC HNR
75;1360;6.04;137.6;ESSENCE
100;1430;6.228;141.6;ESSENCE
73.5;1130;5.02;114;ESS+ELEC HNR
